epoch,accuracy,loss,val_accuracy,val_loss
0,0.8271250128746033,0.3934960663318634,0.8514999747276306,0.43080681562423706
0,0.8400225043296814,0.3660835027694702,0.8619999885559082,0.40893471240997314
0,0.8411874771118164,0.36590883135795593,0.8787500262260437,0.36893975734710693
0,0.8493124842643738,0.3471182584762573,0.8824999928474426,0.35739585757255554
0,0.8453124761581421,0.33324533700942993,0.8812500238418579,0.3556673526763916
0,0.8564640879631042,0.3211836814880371,0.8977500200271606,0.313050240278244
0,0.8585000038146973,0.3224841356277466,0.918749988079071,0.26567554473876953
0,0.856249988079071,0.32413867115974426,0.9337499737739563,0.22171279788017273
0,0.856249988079071,0.2959441840648651,0.9312499761581421,0.2412806898355484
0,0.8587499856948853,0.32329821586608887,0.9362499713897705,0.2303522676229477
0,0.8697500228881836,0.2812918722629547,0.9587500095367432,0.1748337298631668
0,0.8575000166893005,0.3059329092502594,0.9275000095367432,0.25130951404571533
0,0.8634999990463257,0.2965752184391022,0.9287499785423279,0.22734785079956055
0,0.862500011920929,0.31317245960235596,0.9175000190734863,0.25674664974212646
0,0.859749972820282,0.31933408975601196,0.9362499713897705,0.22099174559116364
0,0.8662499785423279,0.3012937903404236,0.9474999904632568,0.18770267069339752
0,0.398499995470047,1.674519419670105,0.7487499713897705,0.809704601764679
0,0.672249972820282,0.7347423434257507,0.8075000047683716,0.5588382482528687
0,0.749750018119812,0.5411394834518433,0.8725000023841858,0.41521644592285156
0,0.7900000214576721,0.47406741976737976,0.8799999952316284,0.3815420866012573
0,0.7994999885559082,0.43226563930511475,0.8725000023841858,0.3456306457519531
0,0.8230000138282776,0.39833176136016846,0.8637499809265137,0.3679538071155548
0,0.8217499852180481,0.3692568838596344,0.9150000214576721,0.26761841773986816
0,0.8362500071525574,0.335896372795105,0.8899999856948853,0.31431829929351807
0,0.8460000157356262,0.31882035732269287,0.90625,0.26787176728248596
0,0.8500000238418579,0.30596601963043213,0.9225000143051147,0.2478877454996109
